title,content,date
A cinematic chocolate box,"Rarely has a movie looked so good: the compositions and colours make each shot a minor work of art. Rarely has a film had such a constellation of stars: in a fun exercise of 'spot the actor' you should be able to identify a dozen although one will prove harder than the rest (clue: it's an elderly woman). But then this is a work from the idiosyncratic Wes Anderson who wrote produced and directed.The structure is a story within a story within a story and at the heart of this Russian doll is a tale set in a mythical Middle European nation called Zubrowka between the two world wars and focused on Gustave H (Ralph Fiennes) the dedicated but eccentric concierge of the eponymous hotel and his aspiring young bell boy Zero Mustapha (Tony Revolori). In a wonderful cast full of exquisite performances Fiennes is a revelation. The man who chilled us in ""Schindler's List"" here shows a remarkable skill in comedic acting.In a twisting plot of deceit and murder above all this is a whimsical work from the opening views of the hotel to the final credits (when a little Russian character does a dance). Shot entirely in Germany most of the scenes were filmed on the stages of the Babelsberg Studios.",16 March 2014
A perfect holiday without leaving home.,My heart is still rolling from the escape to 30's Europe this afternoon and without jet lag. This movie is an inspiration a dream a walk through a painting and a study of humanity. Ralph Fiennes﻿ is a phenomenon as M. Gustave. his interactions with every cast member and especially newcomer Tony Revolori are fantastic. The later holds his own weight beyond belief and the entire film is an amazing adventure with James Bond style chases a large murder mystery the best placed cussing and of course the sensational cinematography. The sets models angles and even the most nondescript characters come to life each on their own and together as a symphony of beauty. It's freaking brilliant; The Grand Budapest Hotel.,21 March 2014
Simply wonderful,An extraordinary cinematic confection and probably Wes Anderson's greatest film. Ralph Fiennes plays the concierge at the Grand Budapest Hotel in the 1930s which exists in a fictional European country in the Alpine range. He has a habit of keeping some of the old women who stay at the hotel company. When one (Tilda Swinton) leaves him the valuable painting Boy with Apple Swinton's evil son (Adrien Brody) frames Fiennes for the murder. Fiennes' closest companion the hotel lobby boy Zero (Tony Revolori) and his girlfriend (Saorsie Ronan) conspire to free Fiennes from prison and sell the painting for loads of money hopefully enabling them to leave the country which is being overtaken by fascists. The story isn't much more than fluff (though there is a nice tinge of poignancy) but it's enormously amusing fluff. The highly amusing trailer did give away many of the film's best gags but this is a laugh a minute movie. The visuals are absolutely delightful. Sure it's all nothing you haven't seen before from Anderson but I found it his most perfect accomplishment. The film is loaded with great cameos and little roles (the woman behind me almost had an orgasm when Bill Murray appeared) but my favorite was Willem Dafoe as a toothless heavy.,23 March 2014
Entertaining slightly farcical tale of dark deeds and friendship,21 March 2014 Film of Choice at The Plaza Tonight - The Grand Budapest Hotel. I really had no idea what this film was about having seen only one trailer which in the event bore no relation to the plot whatsoever. However my interest was piqued so this evening found me watching a splendid little film packed to the rafters with stars. This was the tale of Gustave H the legendary and infamous Concierge of The Grand Budapest Hotel a rather glamorous edifice perched atop a mountain and his protégé and most trusted friend Zero The Lobby Boy. This is a tale of friendship murder revenge and deep dark plotting. There were some completely ridiculous moments which were quite refreshing and several what I like to call Guffaw moments where several members of the audience emit a loud blast of laughter followed by slightly hysterical giggling that you find yourself joining in with. As I said a host of stars in this film ranging from Ralph Fiennes Jeff Goldblum Jude Law and Bill Murray to Tilda Swinton Owen Wilson and Harvey Keitel to name a few but one of the outstanding performances must go to Tony Revolori a relatively unknown young actor who plays Zero who is In almost every scene. An entertaining film worth watching.,21 March 2014
A funny thing happened to me on the way to the Grand Budapest Hotel,"After seeing the previews several times I thought I would enjoy a delightful almost-fantasy-like film. But at age 64 after going to the movies literally hundreds of times in my lifetime I did something today that I've only ever done 3 times previously -- I walked out of a movie halfway through the picture. I didn't blame Wes Anderson because clearly his films have a following...but I thought it must be an acquired taste...that I had not acquired. I admitted that it was a uniquely visually pleasing film but I wondered why so many fine actors agreed to what were rather small parts. At the time I said that this film bored me even more than ""Moonrise Kingdom"". The the other night it was on cable. I thought I would give it another try but I fully expected to turn it off at home also. Perhaps it helped that rather than watch it all in one setting I broke it into roughly 30 minute segments with breaks in between. Guess what. This time I liked it. I'm not saying I loved it. But I did like it. What did I see this time that I didn't see before. Well perhaps the tongue-in-cheek attitude of the film. The chance to see Ralph Finnes be downright silly instead of his typical dramatic role. The wonderful photography and special effects. The skill of young actor Tony Revolori. The pleasure of seeing F. Murray Abraham again. And this time enjoying the many ""cameo"" shots.I still think it dragged on a bit too long (at 100 minutes there are still a few small bits that could have been edited more tightly or even eliminated). And I'm still not a raving fan of it. But this time around I did ""like"" it. But it won't end up on my DVD shelf and I doubt I'll watch it again. But bravo...good (not great) job!",4 April 2014
"""He retained the illusion with remarkable grace.""","A former lobby boy Zero Moustafaw tells a story to a writer who tells this tale of a hotel it's guests and the outstanding concierge Monsieur Gustav H to us. It's about (blind) loyalty duty beyond the required greed stupidity love for women in any age ... and the power of influence when treating persons with the grace of that person's beauty. It's (black) comedy at its best. The ridiculous becomes brilliant through cleverly constructed dialog impeccable executed timing and timbre change. Many camera shots are little art pieces like in Moonrise Kingdom beautifully constructed with cuts that ad to the timing visually. The production design takes you from the shabby to over-the-top kitsch to breath taking wooden interiors and mountains. The CGI reminds me of Monty Python deliberately unrealistic which is part of the humor yet makes it at the same time oddly believable.Never thought of Ralph Fiennes as a comedic actor. He convinced me here. Tony Revolori as young Zero Saoirse Ronan as Agatha are remarkable. And then there were: F. Murray Abraham Jude Law Tilda Swinton Adrien Brody Willem Defoe Jeff Goldblum Edward Norton Léa Seydoux Harvey Keitel Tom Wilkinson Bill Murray Owen Wilson (I think I saw George Cloony for 2 sec)... Just to be able to get all these heavy weights to sign up for minor roles demands respect. To get them all set their mark in a few minutes is awesome.""He retained the illusion with remarkable grace."" is one of the last lines in the movie. It describes both the main character and also the heart of the movie. This is a real 9 - beauty combined with dirt great cinematography with dry jokes and art with silliness. If you like to be amazed see something out of the ordinary are able to go with a flow you will LOVE this movie.",15 March 2014
Tricks and Treats...,"In a fictional country whose name might earn 100 points on the Scrabble one of these typical points in the map that started the century in the Austrian-Hungarian splendor and ended up in Soviet austerity there is a hotel. In this hotel that used to be the place-to-be to all the visitors from Europe there was a professional no-nonsense but not without a debonair quality of his own concierge his name was Gustav. He had a lust for aging blonde socialites and from the way he explains it it's something that requires the taste of a gourmet.There's also a timid but motivated lobby boy named Zero a baker named Mendl a murder a jail sentence inheritance family plots and many other ingredients of a real pastry of movie whose story and tone will get over the heads of those who expect something with a plot. Well that's not what the film is about it has the old-fashioned charm of Golden Age Hollywood movies but with a sense of self-conscious wit that gives it a modern touch of originality. It is weird it is old you wouldn't believe this is a 2014 movie but like Gustav' tastes it takes a gourmet to appreciate it.There's something delightfully refreshing in ""The Grand Budapest Hotel"" in the way it doesn't call for any particular analysis and provides nothing that can encourage your mind to venture into intellectual considerations. This film is meant for pure visual and narrative entertainment and all you have to do is imagining yourself checking in a hotel where all your wishes will be granted you don't even have to think it's all in the 'wait and see' premise.There's also a leitmotif in the film consisting on a delicious pastry from renowned baker Mendl who looks and tastes good and is so appealing in any way that when it is sent to a jail pensioner the man in charge of checking if there's no outbreak device hidden in food doesn't even let his butcher knife spoil the visuals. This is almost a metaphor to Wes Anderson's aesthetic power one you don't want to butcher with 'thinking'. You don't need and you shouldn't because if you try you're likely to find yourself in some sort of private joke you're the only one not to get.So embrace that big joke of a film that shaggy-dog story where each shot looks like the vignette of a comic-book enjoy the dry with of Ralph Fiennes in his greatest comedic performance since ""In Bruges"" and don't take the whole thing seriously. The only serious aspect about it is that the film is a visual masterpiece with a unique use of colors contrasts and environment shots Anderson is a director who like Jeunet in ""Amélie"" knows how to make people move in an environment whether a hotel lobby a jail or a mountain. Actually he even know how to make them static in the middle of a frame looking at the camera but never breaking the fourth wall quite a stunt really.Other moments come in mind an exchange of punches that look like the frame never moves yet three or four guys end up on the floor there's a suspenseful moment over a ravine where a man breaks the ice to make Gustav fall only to be thrown away and fall while spinning like in a Tex Avery cartoon. The juxtapositions between shots is another trick cherished by Anderson a group of escaping prisoners look down over a hole they just opened the next shot features the exact opposite with guards. I mentioned comic-books the film's story board would have made a terrific one. The uses of costume is another aspect that immediately associates the film with the animated world nothing is too wacky or over-the-top if it means a great-looking shot or a hilarious gag or both.The film is also known for his ensemble star-cast and indeed it's part of the publicity it would take a whole paragraph to list all the actors but the thing is that the film owes them nothing they're giving their best shot even for a few minutes of screen-time (Bill Murray doesn't have more than a minute but he steals that minute) because they know the film is good enough to have fun with it. It was Ebert who mentioned in his show with Siskel that there was nothing better than seeing actors having fun with their characters the film would highlight that 'fun' aspect. We know actors love rely on disguises phony accents and go beyond their usual method acting just to make fun of their own shtick. That's how refreshing the tone of Anderson is. The film would garner 11 Oscar nominations the most with ""Birdman"" but not one for acting. Fair enough.And as star-studded as it is Anderson was wise enough to cast a relatively unknown young fellow (Tony Rivelori) for the central role of awkward lobby boy Zero (his old counterpart is played by F. Murray Abraham) Zero doesn't have any physical appeal he's not even competent but he's totally devoted to his Master Gustav and that is the key to their relationship he's his eyes and ears during his absence in prison and together they lead a heart-pounding adventure with the dawn of the War as a backdrop. Their relationship which is one of the mentor and master can be very inspiring at time even poignant so maybe there are a few things to appreciate beyond the zaniness after all.But apart from that it's a film that can be tasted like a treat and full of tricks whose only purpose is to make you laugh the whole thing wrapped up in a sumptuous visual package à la Anderson a cinematic Mendl. ""The Grand Budapest"" is all about intellectual detachment visual entertainment and fun fun and fun tricks and treats really.",12 June 2017
A fun movie with a lot of Wes Anderson wit,If you like Wes Anderson you will love this movie. Witty entertaining and pleasant it is a comedy in his unique style that hits all the tones and notes that make him a unique and original director.,27 June 2018
A feast for the eyes.,The once great Grand Budapest Hotel is beginning to fall into disrepair but as with all great buildings it has a fascinating past and a fascinating story to tell.One hundred minutes of the most indescribable fabulous outrageous and decadent ....stuff that you could possibly hope to enjoy.It's very funny it's outrageous and for the most part if I'm honest I didn't know what on Earth was going on.It's a real feast for the eyes it looks sublime the camera work locations and fashions are incredible and one of the main reasons I think this film has a broader appeal than simply those who adore art house productions.The best element for me the acting first off Ralph Fiennes he once again showcases why he's one of the very best he is super here Willem Dafoe Tony Revolori Harvey Keitel Jeff Goldblum and many others all shine.I've watched it a few times each time it seems to offer something new this is a very rewarding film 9/10.,20 February 2022
Delightfully whimsical comedy adventure with great design and fun performances,I watch a lot of short films and you can tell that Wes Anderson has very much made an impact on up and coming filmmakers due to how often you see people trying to make what they call 'a Wes Anderson style film'. Watching these film is mostly interesting because of how often these efforts fall short. It is a reminder to me of how hard it actually is to do 'whimsy'. To make it work you not only need to make it happen but you also need to do it in a way that gets the audience into the space they need to be in so as to be able to enjoy it; without this it is often just annoying.I was thinking of this because GBH is a great example of this working. This is not to say it is brilliant cinema because in the end it is a whimsical piece but it does do it really well. The structure itself tells you where you are because this is a film that opens with a girl paying respects at the bust of a dead author who we then jump to as he starts to tell the story that was told to him by another man – a story which is also that of a story being told – and it is this story which we see for the most part. It is a structure that allows for the exaggeration and elaboration of all told stories and it allows us to go with the sheer silliness of the tale. I say silliness but actually the film keeps a lot which actually engages in the adventure plot but yet at the same time delivers enough decadence and invention to allow us to enjoy it as a piece of fun.The cast match this. In many films it would be a real distraction to have so many famous faces in one film however here it works – again because the audience are mostly positioned just to go with whatever. Fiennes is the beating heart of the film and if he does not make his character work then the whole thing would struggle; as it is he makes it work really well with such color and flourish. Revolori is equally good and needs to be since the friendship and his link to the presence (or plural) is also critical to making it work. The rest of the cast contain so many famous names doing small but enjoyable turns that it is pointless to name them all – but they all add to the whimsy rather than overwhelm it. Technically the film is a beauty with great shots great design through and a sense of second-hand wonder which fits the story-telling structure.All told it is a quite wonderful piece of silly adventure. It works because it knows itself and it delivers itself really well in a way that draws the viewer into the space we need to be in to really go with it. This is not easy to do and Anderson does it really well here.,6 March 2016
A lot of Style but Little Substance,The Grand Budapest Hotel (2014)** (out of 4) Wes Anderson's critically acclaimed film tells the story of concierge M. Gustave (Ralph Fiennes) who befriends a young lobby boy and goes on an adventure dealing with a priceless stolen painting.THE GRAND BUDAPEST HOTEL has gotten some of the greatest reviews of the year and it even managed to pick up several Oscar-nominations but it just didn't work for me. Every once in a while a film will come along that I watch and I can understand why so many people love it but it just doesn't sit well with me. This film is a perfect example because there's no question that the film has some very good performance has it's own look feel and style and there's also no doubt that it's really unlike anything you've seen before. With that said the film just felt like all style and very little actual substance.There's no question that Anderson is one of the most interesting director's working today and he often creates films that are just so original and fresh that they seem to take place in some weird alternate universe. This film certainly fits into that category because visually speaking it's quite remarkable and it seems like each shot must have taken hours to set up in order to get right. The miniatures used in the film are obviously miniatures but it's clear they were shown like this for a purpose. It builds atmosphere. There color and set design is another major plus working for the film and especially the lay-out of the hotel.Another thing that works are the performances with each actor doing a very good job. Not only do we have Fiennes but there's also F. Murray Abraham Jude Law Jeff Goldblum Bill Murray Edward Norton Tilda Swinton and Adrien Brody and Willem Dafoe both who easily steal the show. There's certainly nothing to complain about in regards to the performances as everyone steps up and comes across with very original characters.Having said all of that I just never once connected with the film and this is certainly not good when watching something. Obviously many people love this movie and it's a hit with most critics but to me there just wasn't much here to keep me entertained.,14 February 2015
Lots of Star Power and Style Lacking in Substance,"I gather that I was supposed to be thrilled by the ""artful"" use of color costumes and props--especially color--in this production. And I did find it pleasant for what it was worth. It was also fun spotting celebrity cameos in nearly every scene. They were everywhere! A sort of ""Where's Waldo?"" in film form with the hidden characters being Hollywood stars. The budget of this film must have been astronomical. But is it a great work of art?I am afraid that I disagree with the reviewers who are raving about The Grand Budapest Hotel. It was somewhat fun to watch but the story let us be frank is rather banal and a weird mishmash of genres. Some may call that ""high art"" but to me it is more like a big glob of clichés from all of the different genres mixed together into one big pot. A mystery? A comedy? A romance? A drama? A slasher crime film (Dafoe plays a psycho professional killer)?This creation ends up being a lot of color and good props and an exercise in style but it lacks the overall coherence and brilliance of a masterpiece. Star power and style are good of course but they do not alone suffice.Would I watch this film a second time? Probably not.",31 August 2015
Another Original and Weird Movie by Wes Anderson,"A writer (Jude Law) travels to the decadent Grand Budapest Hotel in the mountains of the Republic of Zubrowka and he meets the owner Mr. Zero Moustafa (F. Murray Abraham) who is a very simple man. Zero invites the author to have dinner with him and he tells his story and how he became the owner of the hotel. In 1932 in the glorious days of the Grand Budapest Hotel Zero Moustafa (Tony Revolori) is hired to work as lobby boy under the command of the legendary concierge Monsieur Gustave H (Ralph Fiennes) that becomes his friend. Gustave manages the hotel and staff and also attends the sexual needs of the old ladies lodged at the hotel. He spends one night with Madame Céline Villeneuve ""Madame D"" Desgoffe und Taxis (Tilda Swinton) and soon he learns that she was found dead at home. Gustave summons Zero to travel with him to the funeral and he learns that he has inherited the valuable painting Boy with Apple. Madame D's son Dimitri (Adrian Brody) and her family do not accept that a concierge may have inherited the painting and Gustave and Zero steal it and return to the Grand Budapest Hotel to hide the painting. Gustave promises Zero that he would be his heir for helping him. But Gustave is falsely accused of murdering Madame D and is arrested and imprisoned. Will his friend Zero leave him die in the prison?""The Grand Budapest Hotel"" is another original and weird movie by Wes Anderson with his usual bizarre characters. The story is funny and entertaining and it is impressive the number of stellar cameos along 100 minutes running time. Tilda Swinton is unrecognizable in the role of an old lady. My vote is seven.Title (Brazil): ""O Grande Hotel Budapeste"" (""The Grand Budapest Hotel"")",4 July 2014
