title,content,date
A stunning directorial debut which deserves to be seen everywhere,"Because this movie deals with recent German history some German comments about it get sidetracked into minute historical discussions. Forget them; Das Leben der Anderen is an outstanding movie that should be seen everywhere.The former East Germany a relatively small country of 16 million people was controlled by the most sophisticated cunning and thorough secret police the world has ever seen the East German Ministerium für Staatsicherheit or ""Stasi."" The Stasi had about 90000 employees -- a staggering number for such a small population -- but even more importantly recruited a network of hundreds of thousands of ""unofficial employees"" who submitted secret reports on their co-workers bosses friends neighbors and even family members. Some did so voluntarily but many were bribed or blackmailed into collaboration.Das Leben der Anderen (""The Life of Others"") German director Florian Henckel von Donnersmarck's debut builds this painful legacy into a fascinating moving film. In its moral seriousness artistic refinement and depth Das Leben der Anderen simply towers over other recent German movies and urgently deserves a wide international release. The fulcrum of the movie (but probably not its most important character) is Georg Dreyman an up-and-coming East German playwright in his late 30s. Played by the square-jawed Sebastian Koch Dreyman is an (apparently) convinced socialist who's made his peace with the regime. His plays are either ideologically neutral or acceptable and he's even received State honors.Although he is a collaborator he is also a Mensch. He uses his ideological ""cleanliness"" to intervene on behalf of dissidents such as his journalist friend Paul Hauser (Hans-Uwe Bauer). These unfortunates must contend with every humiliation a totalitarian state can invent: their apartments are bugged friends and family are recruited to inform on them and chances to publish or perform can be extinguished by one stray comment from a Central Committee member. The most recalcitrant can be kicked out of the country and stripped of their citizenship like the singer songwriter Wolf Biermann.Dreyman lives in a shabby-genteel book-filled apartment with his girlfriend Christa-Maria Sieland (Martina Gedeck) a renowned actress who often appears in his plays. At the beginning of the movie Dreyman himself comes under the regime's suspicion for reasons that become clear only later. The fearful machinery of the Stasi rumbles to life: his movements are recorded and his apartment bugged. The Stasi had bugging down to a science: a team of meticulously-trained agents swoop into your apartment when you're not there install miniscule undetectable listening devices in every single room -- including the bathroom -- and vanish in less than an hour leaving no trace. Agents set up an secret electronic command post nearby keeping a written record of every joke argument or lovemaking session.The ""operative process"" against Dreyman is overseen by Stasi captain Gerd Wiesler played by Ulrich Mühe an actor from the former East who was himself once in the Stasi's cross-hairs. Captain Wiesler starts the film as a colorless icy tight-lipped professional who shows no mercy in fighting the ""enemies of socialism"": if he needs to interrogate a suspect for 10 hours without sleep to get a confession he will do so -- and then place the seat-cover the suspect sat on in a vacuum jar in case the miscreant should later need to be tracked by bloodhounds. At night Captain Wiesler returns to his tiny apartment in an grubby anonymous high-rise. He settles himself among his inexpressibly drab furniture eats a meal squeezed out of a plastic tube while watching reports about agricultural production and then goes to bed alone.As Captain Wiesler listens to Dreyman and his girlfriend he begins to like them or perhaps envy the richness and depth of their lives in comparison with his own. Perhaps he also begins to wonder why a stranger should have the right to become privy to Dreyman's most intimate secrets: his occasional impotence his girlfriend's infidelities his artistic crises. At the same time though Wiesler is under pressure: a Central Committee official has made it clear to Wiesler and his toadying supervisor Lieutenant Colonel Grubitz (Ulrich Tukur) that Dreyman has to go down. I won't discuss more plot details as there are unexpected twists. Each of the main characters is drawn deeper into the conflict between Dreyman and the State and each is torqued by loyalty conflicts that intensify as the pressure increases. The cast is outstanding. Sebastian Koch finds the right combination of poetic detachment and watchful sophistication for Dreyman. Martina Gedeck as his girlfriend has the most challenging role since she's buffeted from all sides: by her suspicious partner by Stasi agents trying to turn her and by a lecherous Culture Minister. Ulrich Mühe plays the Stasi agent's transformation with reserve only hinting at the stages in his character's secret but decisive change of heart.Director von Donnersmarck a blue-blooded West German has re-created the gray drained look of the former East and the nature of Stasi intimidation with a fidelity that has earned the praise of East Germans. His pacing is relaxed but doesn't drag; although there are a few longueurs most scenes unfold at just the right pace and there are several great set-pieces. One is a bone-rattling episode in the Stasi canteen in which a young recruit is caught telling a joke about East German premier Erich Honecker. Another is the penultimate scene a masterstroke in which Dreyman gains access to his massive Stasi file while reading it suddenly understands episodes of his own life which had never made sense to him before. The ending is perfectly judged; bittersweet and moving without swelling strings or teary confessions.Das Leben der Anderen is an outstanding movie probably a great one. If it's not picked up for international distribution it will be a bitter loss for thousands of potential moviegoers in other countries.",28 May 2006
The most underrated film of 2006.,Holy cow! What a terrific movie! I am a voting member of the Academy (actor's branch) so I get all the films for free. I've seen everything---60 films. This was one of the last 3 films that I saw---because I was completely unfamiliar with the title. This film slowly gripped me but by the end the grip was merciless. The lead actor who should be doing The Life Story Of Peter Jennings was wonderful. Everybody was terrific. Congratulations to the writers for their perfect structure---and to the director for his flawless storytelling---and his eliciting of top performances from his actors. How well cast it was. But now I'm totally bewildered. Why haven't I heard anything about this film? Where was this film at the Golden Globes? I haven't even seen any reviews about it. Nothing! What's going on? I'm very active in the film business. I follow this stuff. This film (that I never heard of) took me by surprise as no other film has ever done. Note to the IMDb: This is not a spoiler. Jesse Vint III,17 January 2007
Excellent film insightful character studies,"This film set in the theater world of the mid-1980s was particularly satisfying to me because I was a producer of avant-garde theater through the 1980s based in San Francisco but often on tour -- including to international theater festivals in West Germany communist Poland and communist Yugoslavia in 1987. Although my experience as an American was of course very different than the experience of these East Berliners there is a mood and sense of personalities in this film that I found authentic and familiar. The people in this film feel like the people I met in the festival bars and refreshment centers for participating artists and on panel discussions in those festivals. Many commenters here have noted the important character change of the Stasi agent attributing the change either to his growing appreciation for the humanity of the playwright and the actress or else complaining that the transformation is unpersuasive. So far as I've read in the comments no one has focused on the key scene. When the Stasi agent hears the playwright and friends planning the suicide article to be smuggled to the West he writes up an accurate report on this and hastens to his boss's office. Up until then whatever sympathies he may have developed for the playwright or for the actress are inadequate to deter him. But when the agent enters the boss's office the boss doesn't immediately give him a chance to give the report or to say anything -- instead the boss immediately launches into a discussion of a new study analyzing how to interrogate and intimidate artists and writers. The report categorizes writers and artists into 5 basic personality types. The boss says the playwright is a ""type 4."" He describes how the prescribed approach to intimidate ""type 4"" writers will result in them losing hope and never writing again. Only after hearing this and realizing that his report exposing the playwright as the author of the suicide paper will result in the playwright being crushed emotionally and never even wanting to write anything new does the Stasi agent curl up the report in his hands and decide not to give the report to his boss. The agent's precise motivation is unclear. But it cannot be merely that the agent wants the playwright to be able to continue writing new works. The agent must know that the state will never let the playwright do another play or publish anything if the playwright's authorship of the suicide paper is known and yet the agent was ready to expose the playwright anyway. So the agent's motive for suddenly deciding to hide his report is not merely because the state will put the playwright on a blacklist and block him from publishing or getting plays produced. Thus it must be that the agent is motivated to change by feeling a general revulsion against the idea that the state should employ the crushing of hope of creative spirit as a strategy for responding to a dissenter whom the agent knows is a genuine supporter of the regime but who sees that it has flaws. It is the fact that the state will destroy the playwright's very desire to write that causes the agent to change. It isn't clear whether the agent would draw back from inflicting that kind of punishment on any artist even one whom he felt to be a real enemy of the state but it is clear that he can't bring himself to inflict it on a man whom he feels is a ""good"" man like the playwright. And the agent believes the playwright is ""good"" because the playwright supports what is good about society tries to correct what is wrong about society is loyal even to a friend who has made powerful enemies and treats his lover with compassion even when it appears the lover is betraying him.And the irony -- a good irony -- is that by acting to preserve the playwright's desire to write the agent winds up being the focus of the playwright's novel -- a novel born of a desire and drive to write that the agent himself kept the state from destroying.Thus it seems to me that the real message of this movie is that even the most unimaginative bland uncreative rigid people -- such as the Stasi agent -- should appreciate and protect the desire that drives creative people who are also ""good"" people to create works of art and literature.",17 May 2007
A Quiet Meticulous Well-Made Thriller,In the very first minutes of The Lives of Others the unassuming Captain Gerd Wiesler (Muhe) sits in a small office interrogating a prisoner of the East German Stasi. He records his progress on tape and within hours Wiesler exhausts his prisoner to the point of confession The tape stops; Wiesler is in a classroom teaching pupils at the university how to do the same. Within those first minutes we get a strong impression of his character; calculated reserved and above all meticulous. It's those traits along with his dedication to Communism that make him a perfect surveillance man at least according to Grubitz (Tukur) his supervisor.After attending a show by the popular playwright Georg Dreyman (Koch) Wiesler and Grubitz take an interest in the internationally acclaimed artist. A nationalist a pro-Communist and loyal to the government; he must be up to no good figures the curious Wiesler. With the coaxing of the Minister of Culture (Thieme) Wiesler sets up a surveillance operation in the attic of Dreyman's apartment complex and places bugs throughout his abode. It is only after weeks of listening does Wiesler realize the Minister has an interest in Dreyman's mistress Christa (Gedeck). Grubitz sees room for advancement if they manage to find dirt on the playwright but Wiesler becomes enveloped in the complex and intriguing lives of Dreyman and Christa. Wiesler even starts to participate quietly in the shadows making decisions that could change the fate of all involved forever.The essence of The Lives of Others script is essentially political. The workings of the Stasi serve its own self-survival by becoming a tool of Ministers and party elites. What matters more isn't the innocence or guilt of those who commit crimes against the State but whether those under suspicion have the political clout to protect themselves. Those who don't have two remedies arrest or suicide. It is in-fact a suicide that initiates Dreyman's disillusionment with the entire system and kicks the torrent of dramatics into high gear. That and Christa's abusive relationship with the Minister.Yet there's something much deeper and beautiful about the story than merely being a manifesto against big brother. The acting is so nuanced and superb that the characters become the focal point of audience emotional investment and story tension. Ulrich Muhe especially deserves praise as a foil to Sebastian Koch's Dreyman. Both become disillusioned but for opposite reasons. While Dreyman starts seeing the forest through the trees sort to speak Wiesler starts seeing people as people instead of abstractions or obstacles of a Communist ideal.There was much ado about The Lives of Others winning Best Foreign Language film at the Academy Awards over the heavy favorite Pan's Labyrinth (2006). Both are beautifully rendered political parables with tenacious emotional strength yet while one has a sense of exhaustive grandeur and filigree the other is muted meticulous and pensive in its plotting. While some may balk at the thought of a reticent thriller The Lives of Others uses its less ostentatious style to its advantage as evidenced by the dark green mis en scene of Stasi HQ the faded warmth of Dreyman's apartment and the sooty grays of the attic where Wiesler quietly listens.,14 January 2016
Every positive word written about this movie is absolutely true,I am still quite speechless. Overwhelmed by how utterly compelling the story was and by how emotive the acting story was. Floored by the unbelievably great character development. This film is close to perfect. It is a spiritual cousin to 2004's magnificent Downfall and shares a lot of similarities with Paul Verhoeven's stunning Black Book from last year not just because these films share two actors. This multi-faceted character driven masterpiece really is as good as it's hype says.Sebastian Koch in particular absolutely shines. He is one of the best international actors working today and he follows the brilliance of his role in Black Book with the lead here. With his bohemian dishevelled good looks and brilliant charisma he's the best German-speaking actor since Bruno Ganz. But he is far from the only good actor in this movie Ulrich Mühe as the State Security (Stasi) agent whose task it is to monitor Koch's suspiciously free thinking playwright brings another near perfect performance to the movie. Agent Wiesler initially appears to the audience as the polar opposite of Koch's character. With his grey button down clothing closely cropped hair and consistently emotionless face he symbolises everything about the overbearing untrusting Socialist government of East Germany that is wrong. He could easily have remained that character throughout the whole film but he becomes the surprising emotional centre of the story and the line between heroes and villains is significantly shifted (something which extends to the supporting cast as well. Truth be told there are probably only two characters in this film whom I didn't have to rethink my opinion of). Weisler reveals himself as a lonely isolated man who risks his entire career as his attitude to his subject changes from one of mistrust to one of near-adoration. There is an undeniable link between the two characters even though they never share a single scene and Georg Dreyman (Koch) doesn't even find about Wiesler until the last 10 minutes of the movie which leads us up to what should go down as one of the greatest endings in cinema history. Just thinking about the final spoken lines brings the tears to my eyes.As I said without a doubt one of the greatest movies I have ever seen. And as much as I adore Pan's Labyrinth this one really did deserve it's Academy Award for Best Foreign Language Film of the Year. An absolute masterpiece.,17 April 2007
Sonata for a Good Man,"In 1984 in East Germany the popular actress addicted in pills Christa-Maria Sieland (Martina Gedeck) becomes the pivot of an investigation of the successful writer and her boyfriend and mate Georg Dreyman (Sebastian Koch) by the secret police. The Minister of Culture Bruno Hempf (Thomas Thieme) and former lover of Christa orders the ambitious Chief of Police Anton Grubitz (Ulrich Tukur) to find evidences that Georg is not loyal to the party to get rid off him and stay with Christa and the efficient agent Gerd Wiesler (Ulrich Mühe) is assigned to conduct surveillance on Georg's apartment. Wiesler does not find any evidence that could compromise Georg until the day of his blacklisted friend and director Albert Jerska (Volkmar Kleinert) commits suicide. Georg decides to write an anonymous article to Der Spiegel about the hidden numbers of suicides in East Germany. However Wiesler becomes fascinated with the lives and thoughts of George and Christa and covers his findings from his superiors.""Das Leben der Anderen"" is another powerful German movie showing the repressing and corrupted system supported by fear in East Germany in times of Cold War. This movie is practically perfect: the screenplay and story are engaging disclosing a triangle of love that causes a political surveillance of an innocent man based on several characters that are perfectly developed. The pace is neither slow nor fast but very adequate and uses an awesome cinematography. Therefore the work of the director and writer Florian Henckel von Donnersmarck is outstanding. The performances are top-notch but the actor Ulrich Mühe is amazingly perfect deserving an Oscar and Martina Gedeck gives a great credibility to her abused character. I usually watch many movies  but ""Das Leben der Anderen"" is certainly among the best recent movies I have seen if not the best. My vote is nine.Title (Brazil): ""A Vida dos Outros"" (""The Life of the Others"")",13 May 2008
A German Expat Feels his first pang of forlorn German patriotism,"This film utterly blew me away. Full disclosure: I'm a German born (Munich born) German-American who left Germany in 1986 before the wall came down. I cannot describe the feeling I felt as the last few words were spoken on the screen. I could not look at the subtitles ( a habit of speaking two languages ) because my eyes were so full of tears. I cannot tell you how I was so sorry I did not experience the wall coming down. This film healed a wound that may have been left by the nightmare years of 1938-1945 my own great uncle being a Nazi war criminal convicted in Nuremberg in 1946. Yes we are mensch too. We have the potential for greatness (of character) in spite of our history. Thank you Florian Henckel von Donnersmarck for giving me back half of my lost soul in this single ""es ist für mich"". I am reminded again that the difference between ourselves and beasts is that we have a choice.",16 October 2007
Brilliant movie,"Germany has produced some very good movies recently ... but this one is in a class of its own. The main power of a quality movie for me has always been two things a good story and mood - and this film has both. The story keeps you interested through all 139 minutes. You actually feel yourself transported to the 1980s of the former German republic. They have carefully chosen locations that looks east-germanish ... lots of ""Trabant"" cars on the streets :-) and the general grayish mood is very well recreated. The ordinary peoples fear of the Stasi is realistically portrayed. And i just love the twist in the story in the last 20 minutes or so. A brilliant movie that anyone even remotely interested in non-mainstream movies should see.",19 October 2006
A true Gem,One of the best German movies ever made the Lives of Others shows one side of communism but it does so with sincerity and a human touch. Highly recommended.,20 July 2018
Best film in years,After seeing the outstanding Pan's Labyrinth I could not understand how anything could beat it to the Oscar for Best Film let alone the accolade of Best Foreign Film. That was until I saw The Lives of Others.Putting it simply this is the best film released in years. The framework of the story surrounds a Stasi officer who is assigned to monitor a writer and his actress girlfriend considered loyal to East German regime. That is all I am prepared to reveal because this film operates on so many levels that I wouldn't know where to begin. On the surface this can be enjoyed as a taut drama but essentially it is a study of the human condition and the capacity for compassion and humanity exists in even the most inhumane people. All of this is shot against the backdrop of the greys and browns of communist East Germany.As a film it is virtually flawless. The three central performances are nothing short of electric with particularly Ulrich Muhe giving one of the greatest leading man performances since Al Pacino in The Godfather. None of this would be possible without a brilliant script and exemplary direction that brings the characters to life extracting the best out of the actors. The result is no words are wasted and every scene is relevant and expertly conceived. This manages to explore deep issues without being turgid is moving without being draining and remains gripping and entertaining without being superficial.In summary this is film-making at its finest. It is the sort of movie that you'll go down on bended knee and pay homage to the inventor of cinema because it is films like this that cinema was created for. You'll forgive a year of tedious sequels and cash cows for the one day that films like this get released.10 out of 10 is too modest.,13 April 2007
