title,content,date
1917,Absolutely incredible - I've seen it 3 times in cinemas and each time I find myself even more in awe of blown away by and in love with this film. It's thrilling tense gentle satisfying and deeply beautiful. As a huge fan of the war genre this is unlike any other film I've ever seen - it finds its true strength in its unexciting human moments rather than in the mindless chaos of firefights while still managing to have some of the most exhilarating and edge-of-your-seat segments I've ever seen. Schofield is a brilliant and unconventional choice for the lead character and his empathy and softness have made him one of my favourite characters of all time and an exceptionally rare example of how quiet tenderness truly can carry a war film better than loud banter and hyper-masculine bluster so often does. Krysty Wilson-Cairns is a genius and George Mackay said so much more in Schofield's silence than most actors could hope to in the grandest monologue. A masterpiece.,10 February 2020
Words fail me,This film is overwhelming. I have nothing further to add other than the compelling need for eternal remembrance to those who sacrificed their lives in any way we can not fathom. We citizens of any country today should feel ourselves lucky and blessed to exist. A Happy New Year to all. George from Hellas. NB: do not give it a second thought; watch it; even if this genre is not your cup of tea. After all it is much more than a feature film. It's a massive dedication to unselfishness. Do yourself a favour and watch it. And then watch it once more.,4 January 2020
A truly outstanding movie.,I haven't seen Parasite yet all I can say is that it must be fantastic to have beaten this to The Oscar for best movie. The story is incredible intense moving and of course a piece of reality. The raw human emotions is perfectly captured the Cinema watched in silence you could tell the audience were captivated.A cinematic Masterpiece it looks incredible a lavish visual treat the production values are outstanding it looks and sounds terrific.. There are many moments from this movie that will live with me for a long time. The performances are outstanding I wouldn't pick out a singular one they are all terrific.War films are becoming a favourite genre of mine Dunkirk from a few years ago and now 1917.If you see one film this year watch this it is phenomenal. 10/10,13 February 2020
Visually Stunning Academy Award Winner for Cinematography (and 6+ more nominations likely),Director/Writer Sam Mendes and Cinematographer Roger Deakins produce the best war film of the 2010s. Truly stunning visually the story of two soldiers' race to the front lines of WWI under direct orders to deliver the message to stop 1600 British soldiers from entering a trap set-up by German forces to massacre them keeps the audience on the edge of their seats and inside the soldiers' boots through amazing Mendes/Deakins directing/cinematography techniques.This is film art in its highest form and is at once incredibly beautiful and horrific.A runaway certain Oscar winner for Cinematography (Deakins) and nominations (at a minimum) for Best Film Director Visual Effects Screenplay (Mendes) Film Editing (Lee Smith) and Actor (George MacKay).,1 January 2020
Review from a combat veteran.,"Last night COL Ferry and I (COL Coldwell both USA) were able to watch the new WWI film 1917 before it has national release. It is a cinematographic feast for the eyes long expansive shots that follow the protagonists as they execute their mission. It does not hide the horrors that existed in trench warfare it shows them for their brutality and abundance. (My great uncle died as a consequence of his service fighting in the trenches mustard gas poisoning). In many ways it reminded me of Saving Private Ryan.For those who have served in combat (I have deployments to Iraq and Afghanistan) I cannot tell you if the film will be too difficult to watch it might well be especially if incoming artillery is a trigger. For me as the camera travels a few inches above the dirt advancing slowly up a berm my response was visceral. I was taken back to the patrols we walked in Afghanistan not knowing what was around the corner; not relaxing heightened vigilance not knowing if there would be an IED a child wearing a suicide vest a sniper taking aim. For the protagonists in this film (as for all who served and are serving) surviving the climb up the berm there is no sigh of relief no respite from the fear of uncertainty. They (we) survive to move forward to face more uncertainty.Watching allowed me to pay homage to my great uncle and the approximate 800000 other Brits who were killed or died as a consequence of their service. (Germany lost over 2 million soldiers in the war). Estimates put the total casualty numbers for both military and civilians at 40 million half killed or died from wounds/infection.I rate this film as 10/10 for many reasons. Directing acting set design cinematography musical score the raw emotion it invokes. Some critics have said they never felt a connection with the characters I suspect they never served in combat. While the brotherhood (including female War Fighters) is strong there is also a common characteristic possessed by all War Fighters the ability to focus on a mission and suppress emotion even as those around the Fighter fall. This was the quality I recognized in the actors and why the viewer doesn't ""bond"" with the main protagonists; we the viewer were on the mission with them we grieve as we can and move on.Watch if you will but know there is no pleasure in watching and the film will grab you and the beginning and not let you go. Even though we know the outcome of WWI there is no joy there is no peace. Watch because it will allow you a glimpse at the horror and brutality of war; reflect on their service and sacrifice. Note as we (the viewer) are ""walking"" through the trenches glancing shots of the young soldiers shows them with flat affect isolation almost apathy; this is the face of ""shell shock"" what we know call post-traumatic stress disorder.For original WW1 footage watch ""They Shall Never Grow Old"" an exceptional documentary.",13 December 2019
Good but not great,The one-shot look of this movie was interesting. Wasn't sure if I was going to like that that approach to filming but it worked for this film.The movie looked fantastic and the scenes and shots were breath taking. Sound and music score really helped a viewer on an emotional level as well.While I was engrossed and drawn into this film from start to finish after it was over and I had time to reflect on it I found it not the profound masterpiece others have stated it as.The plot in general was unrealistic - there are better ways to deliver a message than sending two soldiers across enemy lines and relying on luck and hope.Some of the scenes dragged as well which caused the movie to lose momentum for me. Felt the build up often yes but then there would be scene that made me lose interest (truck ride. French woman & baby).Acting wasn't spectacular either from anyone in the film. You can have all the explosions and battle scenes you want that look great but if the actors can't carry the script along it won't work as a whole. This is why the comparisons that mention Saving Private Ryan don't work for me - those actors drew you in with their performances. That didn't happen here and between the acting and the momentum losing scenes is why I cant rate this film any higher.Close but missed the mark for a perfect film but a good watch none the less.,17 January 2020
One of the greatest war movies of all time,This is hands down one of the greatest war movies to ever hit the silver screen along with being very unique. The hell of the WWI battlefield is a subject that hasn't been covered in a long time and Mr. Mendes executes this perfectly. A movie like this couldn't have been made 50 years ago but with today's advances in film making along with a large studio budget Mr. Mendes takes us through an adventure every bit as harrowing as Saving Private Ryan and Thin Red Line.The use of the single shot was brilliant as it brings the viewer along in the trenches and further adds to the realism to the film. I was surprised to hear that this was gimmicky effect from some critics I feel Mr. Mendes nailed it brilliantly with the help of some fantastic cinematography. The set pieces were so realistic and detailed a lesser director would've focused more on them but for this ride the camera never stops moving and it's a benefit to the film.There was no slow part in the movie and the audience is enthralled with the journey from the first minute of the film. The dialogue was great and certainly was a key component of making the single shot method work here. There is no pointless exposition in the movie.This isn't a piece to glorify war but rather demonstrate how one can be brave all the while showing their vulnerabilities and fear that any normal person would feel in that type of situation. There are no gratuitous bits in the film to exemplify heroism just a simple story that allows the characters to shine and define bravery on their own terms.From the acting to the score to the cinematography editing and overall direction of the film Mr. Mendes absolutely knocked it out of the park. This isn't just one of the best war movies of all time I believe it's truly one of the best pieces of film to ever grace the big screen. 1917 will leave you breathless and for many like myself in tears when the journey comes to and end.Bravo!!,28 December 2019
Like watching someone else play a high-end computer game,Two young English soldiers (possibly Cockney) must deliver a message across enemy lines to save 1600 men from certain annihilation - and one of them has a sibling in the doomed attack.Technically directorially cinematographically 1917 is stunning; amazing. As you probably know it's supposed to consist of one continuous 2-hour shot. Hitchcock eat your heart out.Nearly 500 rank-and-file digital artists alone might tell you different and I'd be interested to learn about the size of the camera disk drive they used if it was 'one take'.Emotionally 1917 is suspenseful scary shocking sad exciting nightmarish and yet: your engagement with the two main characters is more to do with 'what will be thrown at these actors next?' rather than 'what will happen to this person I really care about?'It's like watching someone play a massively multiplayer online WWI game with graphics and camera movement that blows the competition away because it's actually staged. It's not like feeling anger at the stupidity of war or feeling grief at the deaths of thousands over a pointless dispute between royal cousins - any Germans certainly get a very rough ride from the script.1917 is impressive in the way 'Saving Private Ryan' was impressive but not as moving in the way 'Paths Of Glory' and many others were emotionally moving.Ten stars for technique five for throwing money at a series of old soldiers' gory tales without any more context than 'Wow look at this!!',24 January 2020
The Cinematography And Editing Is Worth Watching,Superb editing. Almost looks like a one-shot movie. Deserved at least a nomination in the Editing category at the Oscars. Roger Deakins' fascinating cinematography is a perfect treat for the eyes.Before the Oscars 2020 ceremony a large number of people was saying this film would win Best Picture. Well in my opinion this film is nowhere near to 'Parasite' in terms of story score direction and screenplay.,19 March 2020
Riveting hauntingly beautiful and mesmerizing,The entire movie made to look like it's shot at one single take this is possible because of extraordinary talented 14 times Academy Award nominee cinematographer Roger Deakins. This man is a genius the movie is shot beautifully. it is mesmerizing to a watch world war 1 movie like it is happening right in front of you. The pacing is phenomenal. The only real flaw in the movie is that there are no great character building movements like other war movies but that is also intentional because the main intention or motive is to save lives and not focus on characters in the movie and that works.,4 December 2019
Engaging but the technical delivery carries the weakness in the narrative,"This is an impressive bit of filmmaking and it won 3 Oscars for just that - however the areas of the wins are quite telling and fit with my experience of watching it. The wins were all technical in nature which is fitting because 1917 is a film that very much impresses on its delivery first and its content a reasonably distant second. It is sort of understandable because the central plot is about rushed forward motion and this does mean limited opportunity for the film is flesh out its characters and scenario. It does have a go at it and does reasonably well but mostly this aspect is a weakness.In terms of tension and thrills it does well at its best producing many good set-pieces through the run-time. The downside of this is that sustained periods without big moments or engaging smaller drama do give an up/down feeling to the pace of delivery. Broadly though it flows well and takes the viewer along with it. Main reason though was the technical delivery. I am a sucker for a ""single-shot"" delivery so I was already open to loving this film on that basis alone. Okay it is not one single take so much as a series of takes (longest of which is 8 minutes) but this is still hugely impressive and it gives the film the sense of movement and momentum that the narrative benefits from. Cinematography lighting sound editing effects - all the technical aspects come together impressively and it enough to carry the film over the weaknesses in other areas. The cast occasionally distract by virtue of their fame but mostly they work well and the two young leads sell their situations well.Overall though I still ended the film thinking about the technical aspects than I was about the characters or the film as a whole - which isn't a good situation. When I watched The Irishman I quickly stopped noticing the de-aging technology and just got into the film; however here the same didn't happen consistently - I found I was broken out of the film and was focused on the camera movement editing etc.",16 August 2020
1917 is one of the greatest movies in the history of cinema.,This movie should have gotten the Academy Award for Best Picture. It is an astounding achievement. The way the trenches the devastation... the way it was recreated is beyond belief. Unforgettable.,12 April 2021
Style over substance,Try and see it on the big screen. The 'one continuous shot' method works very well thru the trenches but is probably not necessary elsewhere apart from a few chase scenes. I came out of the theatre feeling overwhelmed but found I'd just about forgotten the film by the next day. Why was that? Because you never actually make an emotional connection with the main characters. Actually there is no real character development. It's gripping at times but more a case of style over substance - worth it just for the style though.,12 January 2020
